dr_number,date_reported,date_occurred,time_occurred,area_id,area_name,reporting_district,crime_code,crime_code_description,mo_codes,victim_age,victim_sex,victim_descent,lat,lon,status_description,premise_description
141715481,2014-09-23,2014-09-14,5,17,Devonshire,1752,480,BIKE - STOLEN,0344,52,F,W,34.25,-118.5842,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
112106756,2011-02-25,2011-02-20,1500,21,Topanga,2145,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1501,57,M,W,34.1965,-118.6081,Invest Cont,SINGLE FAMILY DWELLING
131611997,2013-07-19,2013-07-19,720,16,Foothill,1663,330,BURGLARY FROM VEHICLE,0358 0344,31,M,H,34.2374,-118.3964,Invest Cont,GARAGE/CARPORT
161904958,2016-01-16,2016-01-09,1930,19,Mission,1916,624,BATTERY - SIMPLE ASSAULT,0602 0446 0416 0360,49,M,H,34.3056,-118.4357,Adult Other,SINGLE FAMILY DWELLING
111917852,2011-08-19,2011-08-19,100,19,Mission,1993,210,ROBBERY,0326 0342 0344 0416 0419 0417 1017 1313,18,F,H,34.2215,-118.4597,Invest Cont,PARKING LOT
130410271,2013-06-12,2013-06-09,1600,4,Hollenbeck,448,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,42,F,H,34.0581,-118.1938,Invest Cont,STREET
172109346,2017-04-15,2017-04-15,1130,21,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,39,M,X,34.1805,-118.5975,Invest Cont,COMPUTER SERVICES/REPAIRS/SALES
151110445,2015-05-11,2015-05-11,1408,11,Northeast,1142,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,29,M,W,34.1054,-118.2889,Invest Cont,SINGLE FAMILY DWELLING
161817236,2016-09-04,2016-09-04,250,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1100 0906,25,M,B,33.9493,-118.2652,Invest Cont,GAS STATION
140416985,2014-11-18,2014-11-18,1730,4,Hollenbeck,477,649,DOCUMENT FORGERY / STOLEN FELONY,1402 0100 0923,94,M,W,34.0344,-118.2157,Invest Cont,CHECK CASHING*
121214188,2012-05-29,2012-05-14,1800,12,77th Street,1235,624,BATTERY - SIMPLE ASSAULT,0416 0913,76,M,B,33.9884,-118.3002,Invest Cont,SINGLE FAMILY DWELLING
150901326,2015-09-13,2015-09-12,2200,9,Van Nuys,935,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0408,21,F,H,34.1817,-118.4465,Adult Arrest,SIDEWALK
150314054,2015-06-09,2015-05-30,1600,3,Southwest,312,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,46,F,B,34.0313,-118.3547,Invest Cont,STREET
100716578,2010-10-15,2010-10-14,1400,7,Wilshire,724,330,BURGLARY FROM VEHICLE,0344 1300 1302,46,F,W,34.0761,-118.3563,Invest Cont,PARKING UNDERGROUND/BUILDING
160222617,2016-12-30,2016-12-07,900,2,Rampart,265,440,THEFT PLAIN - PETTY ($950 & UNDER),0701,28,M,H,34.0559,-118.2756,Adult Arrest,OTHER BUSINESS
170510702,2017-05-25,2017-05-25,1430,5,Harbor,513,510,VEHICLE - STOLEN,NA,16,NA,NA,33.7899,-118.2975,Invest Cont,PARKING LOT
131417589,2013-07-05,2013-07-05,1630,14,Pacific,1403,900,VIOLATION OF COURT ORDER,1501,45,F,H,34.0299,-118.43,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
142112664,2014-07-14,2014-06-08,1100,21,Topanga,2136,354,THEFT OF IDENTITY,0923 0925 1822,45,M,H,34.2011,-118.5928,Invest Cont,OTHER STORE
141425442,2014-10-06,2014-10-06,130,14,Pacific,1431,310,BURGLARY,0314,NA,M,X,33.9883,-118.4727,Invest Cont,OTHER BUSINESS
162115525,2016-09-02,2016-09-01,1300,21,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58,F,W,34.1926,-118.6059,Invest Cont,DEPARTMENT STORE
101208587,2010-03-01,2010-03-01,600,12,77th Street,1283,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55,F,B,33.9499,-118.309,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
141420715,2014-08-11,2014-08-10,700,14,Pacific,1434,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,48,F,W,34.0043,-118.4401,Invest Cont,STREET
150518199,2015-11-17,2015-11-14,323,5,Harbor,529,648,ARSON,1402,NA,M,W,33.7807,-118.2494,Invest Cont,PARKING LOT
110715757,2011-10-03,2011-09-28,1430,7,Wilshire,779,624,BATTERY - SIMPLE ASSAULT,0408 0443 2000,23,F,B,34.0399,-118.3213,Invest Cont,BUS STOP
110519284,2011-10-28,2011-10-16,1900,5,Harbor,585,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1258,13,F,W,33.7203,-118.3026,Invest Cont,SINGLE FAMILY DWELLING
130504742,2013-01-17,2013-01-17,2025,5,Harbor,517,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1313 0430 1100 0906,30,M,H,33.787,-118.2555,Invest Cont,SIDEWALK
121606033,2012-02-17,2012-02-12,2200,16,Foothill,1637,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 0329,23,F,O,34.2633,-118.3027,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
101223046,2010-09-04,2010-09-02,1930,12,77th Street,1259,330,BURGLARY FROM VEHICLE,0344 1607 1822,37,F,H,33.9721,-118.2608,Invest Cont,DRIVEWAY
120909410,2012-03-20,2012-03-10,1200,9,Van Nuys,935,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,37,X,X,34.1847,-118.4465,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
131504460,2013-01-09,2013-01-08,1630,15,N Hollywood,1585,310,BURGLARY,0344 1606 1403 1267 1275,42,M,H,34.145,-118.3768,Invest Cont,SINGLE FAMILY DWELLING
101200965,2010-10-30,2010-10-29,1200,12,77th Street,1208,310,BURGLARY,0329 0344 1414 1606,22,F,H,34.0006,-118.2856,Invest Cont,SINGLE FAMILY DWELLING
151428963,2015-11-20,2015-11-20,555,14,Pacific,1487,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1402,27,M,H,33.9599,-118.3925,Invest Cont,STREET
101205600,2010-01-23,2010-01-23,1100,12,77th Street,1252,946,OTHER MISCELLANEOUS CRIME,1402,44,M,B,33.9764,-118.3187,Invest Cont,STREET
170121545,2017-08-07,2017-08-07,27,1,Central,159,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0906,24,M,H,34.0382,-118.2316,Adult Arrest,OTHER BUSINESS
130608155,2013-03-01,2013-02-24,1700,6,Hollywood,667,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,NA,M,O,34.0981,-118.318,Invest Cont,PARKING LOT
132018001,2013-10-22,2013-05-29,900,20,Olympic,2046,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0601 0344 0342 0913 1803,54,M,K,34.056,-118.2929,Invest Cont,OTHER BUSINESS
141909795,2014-04-11,2014-04-10,2215,19,Mission,1974,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0325,32,M,H,34.2354,-118.4481,Invest Cont,MARKET
160518199,2016-11-03,2016-11-03,800,5,Harbor,506,922,CHILD STEALING,0562 1202,60,F,H,33.8335,-118.3017,Adult Other,ELEMENTARY SCHOOL
141217825,2014-08-04,2014-08-04,2140,12,77th Street,1209,210,ROBBERY,1822 0305 0342 1309 0419 0357 0390 0344 0447 0416,18,F,B,33.9983,-118.2813,Invest Cont,SIDEWALK
151605998,2015-02-23,2015-02-23,1200,16,Foothill,1655,354,THEFT OF IDENTITY,1202 1822,61,M,W,34.2499,-118.3519,Invest Cont,SINGLE FAMILY DWELLING
121318597,2012-09-05,2012-09-05,1400,13,Newton,1361,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 1606 0344,47,M,H,34.001,-118.274,Invest Cont,SIDEWALK
151217964,2015-07-23,2015-05-19,500,12,77th Street,1257,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,52,F,H,33.9708,-118.2783,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
121521527,2012-11-06,2012-11-03,1300,15,N Hollywood,1595,354,THEFT OF IDENTITY,0928 0923 0929 1822,40,M,W,34.1389,-118.3881,Adult Arrest,SINGLE FAMILY DWELLING
170504886,2017-01-20,2017-01-20,1530,5,Harbor,563,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0378,16,X,X,33.7334,-118.2924,Invest Cont,MARKET
161020293,2016-12-27,2016-12-23,1600,10,West Valley,1021,354,THEFT OF IDENTITY,1822,35,M,W,34.201,-118.5601,Adult Arrest,OTHER BUSINESS
131116874,2013-09-05,2013-05-01,1200,11,Northeast,1183,354,THEFT OF IDENTITY,0930 1822,37,M,W,34.0816,-118.2573,Invest Cont,SINGLE FAMILY DWELLING
121218185,2012-07-25,2012-07-24,1715,12,77th Street,1269,510,VEHICLE - STOLEN,NA,11,NA,NA,33.9665,-118.2608,Invest Cont,STREET
101508739,2010-03-20,2010-03-11,1230,15,N Hollywood,1529,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0701,19,F,W,34.1811,-118.3615,Invest Cont,SINGLE FAMILY DWELLING
161321840,2016-10-26,2016-10-26,2155,13,Newton,1347,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,30,F,B,34.0106,-118.2465,Invest Cont,SINGLE FAMILY DWELLING
101820042,2010-10-05,2010-10-01,1500,18,Southeast,1846,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0554 0913,28,F,H,33.9348,-118.2485,Adult Other,SINGLE FAMILY DWELLING
120221345,2012-11-14,2012-11-07,700,2,Rampart,236,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1202 0344,76,M,O,34.0644,-118.2686,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
141608175,2014-04-29,2014-04-28,1800,16,Foothill,1601,510,VEHICLE - STOLEN,NA,13,NA,NA,34.2861,-118.419,Invest Cont,PARKING LOT
111214645,2011-05-30,2011-05-30,1800,12,77th Street,1257,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,33,F,B,33.9688,-118.2842,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
130811208,2013-07-02,2013-06-22,1400,8,West LA,805,354,THEFT OF IDENTITY,1202 0929 1822,71,M,W,34.1203,-118.4728,Invest Cont,SINGLE FAMILY DWELLING
102008573,2010-03-09,2010-03-08,2200,20,Olympic,2034,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1202 1307,67,M,H,34.0597,-118.3042,Adult Other,"VEHICLE, PASSENGER/TRUCK"
110916015,2011-08-06,2011-08-06,30,9,Van Nuys,901,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,M,H,34.2066,-118.4662,Invest Cont,MINI-MART
100121960,2010-12-23,2010-12-23,810,1,Central,112,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,NA,M,W,34.0573,-118.2455,Adult Arrest,OTHER PLACE OF WORSHIP
171415603,2017-07-01,2017-06-17,1930,14,Pacific,1414,624,BATTERY - SIMPLE ASSAULT,0342 0416 0429 2004 0360,36,F,B,33.9983,-118.4615,Invest Cont,PARK/PLAYGROUND
120316078,2012-07-05,2012-07-05,1700,3,Southwest,332,624,BATTERY - SIMPLE ASSAULT,0417 0553 0444 0416,32,F,B,34.0311,-118.3417,Juv Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111821814,2011-11-18,2011-10-31,1200,18,Southeast,1871,649,DOCUMENT FORGERY / STOLEN FELONY,0928 1822,33,F,H,33.9019,-118.2893,Invest Cont,OTHER BUSINESS
141216749,2014-07-20,2014-07-20,530,12,77th Street,1248,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 1814 0431 1310,22,M,B,33.9764,-118.2914,Invest Cont,STREET
130609953,2013-03-26,2013-03-26,35,6,Hollywood,678,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334,21,M,W,34.0885,-118.3078,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
112120403,2011-12-10,2011-12-08,1800,21,Topanga,2133,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,NA,M,W,34.2099,-118.6391,Invest Cont,STREET
111008446,2011-04-02,2011-04-02,100,10,West Valley,1088,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329,42,M,H,34.1494,-118.495,Invest Cont,SINGLE FAMILY DWELLING
110521175,2011-12-07,2011-12-06,1800,5,Harbor,585,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,29,M,W,33.727,-118.299,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
100515281,2010-08-04,2010-08-02,2300,5,Harbor,519,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1236,NA,M,W,33.7977,-118.2385,Invest Cont,OTHER BUSINESS
121617798,2012-11-08,2012-11-01,900,16,Foothill,1653,354,THEFT OF IDENTITY,0377 0928,43,F,H,34.2525,-118.41,Invest Cont,SINGLE FAMILY DWELLING
150900832,2015-04-05,2015-04-05,730,9,Van Nuys,926,330,BURGLARY FROM VEHICLE,0344 1300 1307,42,M,H,34.1887,-118.4465,Invest Cont,STREET
111312291,2011-05-16,2011-05-14,930,13,Newton,1371,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0400 0522 0515 0913 1251 1258 1415 1820,NA,F,B,33.9906,-118.2783,Adult Arrest,SINGLE FAMILY DWELLING
140118837,2014-08-13,2014-08-12,1815,1,Central,153,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,H,34.0481,-118.2507,Invest Cont,MARKET
161416927,2016-06-21,2016-05-26,1425,14,Pacific,1445,946,OTHER MISCELLANEOUS CRIME,NA,NA,X,X,33.9989,-118.4369,Invest Cont,MASSAGE PARLOR
100414031,2010-08-16,2010-07-25,1500,4,Hollenbeck,448,761,BRANDISH WEAPON,0319 0400 1243,50,M,H,34.0584,-118.2005,Adult Other,DRIVEWAY
162105449,2016-02-03,2016-02-03,1930,21,Topanga,2156,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,35,M,X,34.1926,-118.6059,Juv Arrest,OTHER STORE
151818701,2015-10-10,2015-10-10,1815,18,Southeast,1861,210,ROBBERY,0344,40,M,H,33.9298,-118.2826,Invest Cont,GAS STATION
151700529,2015-01-18,2015-01-16,2100,17,Devonshire,1745,810,"SEX, UNLAWFUL",1415 1259 1822 1206 2002 0533,17,F,O,34.2591,-118.5274,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111200757,2011-07-24,2011-07-22,2315,12,77th Street,1218,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 1609,54,F,B,33.9897,-118.2893,Invest Cont,NURSING/CONVALESCENT/RETIREMENT HOME
150711447,2015-06-23,2015-06-23,1300,7,Wilshire,773,310,BURGLARY,0344 0321 1607 1414,63,M,H,34.0413,-118.3575,Invest Cont,SINGLE FAMILY DWELLING
150710701,2015-06-06,2015-06-06,230,7,Wilshire,729,624,BATTERY - SIMPLE ASSAULT,0416 0913,59,M,H,34.073,-118.3248,Adult Other,SINGLE FAMILY DWELLING
171309048,2017-03-24,2017-03-24,1905,13,Newton,1372,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0429 1701 0360 0913 0416 0602 0445 0449,69,M,H,33.9915,-118.2739,Invest Cont,SINGLE FAMILY DWELLING
170509201,2017-04-23,2017-04-23,1200,5,Harbor,569,510,VEHICLE - STOLEN,NA,16,NA,NA,33.7343,-118.2782,Invest Cont,PARKING LOT
172106520,2017-02-16,2017-02-15,1715,21,Topanga,2105,901,VIOLATION OF RESTRAINING ORDER,1501,55,F,W,34.2209,-118.6027,Adult Arrest,SINGLE FAMILY DWELLING
151007514,2015-03-28,2015-03-28,1300,10,West Valley,1001,330,BURGLARY FROM VEHICLE,0344 0377 1612,32,M,B,34.2143,-118.5534,Invest Cont,PARKING LOT
160917407,2016-09-20,2016-09-20,900,9,Van Nuys,984,330,BURGLARY FROM VEHICLE,0358 0385 1607 0344,56,M,W,34.1517,-118.4531,Invest Cont,PARKING LOT
140505014,2014-01-26,2014-01-26,1130,5,Harbor,503,210,ROBBERY,0344 0444 0345 0913 1817,52,F,W,33.791,-118.2909,Adult Other,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME
131718426,2013-11-09,2013-11-08,2330,17,Devonshire,1792,888,TRESPASSING,1501,37,F,W,34.2203,-118.5689,Invest Cont,SINGLE FAMILY DWELLING
121508157,2012-03-15,2012-03-14,2230,15,N Hollywood,1585,510,VEHICLE - STOLEN,NA,11,NA,NA,34.145,-118.3747,Invest Cont,STREET
161407440,2016-02-20,2016-02-20,600,14,Pacific,1454,210,ROBBERY,2004 0344,51,F,W,33.9866,-118.4363,Adult Arrest,PARKING LOT
162114350,2016-08-02,2016-08-01,2200,21,Topanga,2157,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42,M,B,34.1938,-118.5906,Invest Cont,PARKING UNDERGROUND/BUILDING
111920467,2011-10-03,2011-10-02,1800,19,Mission,1958,330,BURGLARY FROM VEHICLE,0344,26,F,H,34.251,-118.4428,Invest Cont,STREET
110510769,2011-05-14,2011-05-14,1000,5,Harbor,529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,47,F,H,33.7812,-118.2625,Invest Cont,GAS STATION
120918938,2012-10-08,2012-09-07,1900,9,Van Nuys,909,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,31,M,H,34.204,-118.429,Invest Cont,STREET
170117637,2017-06-21,2017-06-21,1225,1,Central,148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0411 0906,44,M,B,34.043,-118.242,Invest Cont,SIDEWALK
131012390,2013-07-13,2013-06-10,1100,10,West Valley,1025,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0601 0344,50,F,O,34.1957,-118.536,Invest Cont,AUTO REPAIR SHOP
131317590,2013-09-04,2012-05-01,1,13,Newton,1317,649,DOCUMENT FORGERY / STOLEN FELONY,0913 1817 0100,34,M,K,34.025,-118.2465,Invest Cont,SINGLE FAMILY DWELLING
121008707,2012-04-08,2012-04-06,1300,10,West Valley,1043,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,58,F,W,34.1745,-118.5384,Adult Other,SIDEWALK
131716030,2013-09-19,2013-09-19,1145,17,Devonshire,1766,888,TRESPASSING,1501,NA,M,X,34.25,-118.5514,Adult Other,SINGLE FAMILY DWELLING
121321795,2012-10-31,2012-10-31,1030,13,Newton,1303,624,BATTERY - SIMPLE ASSAULT,0416,39,M,H,34.0395,-118.2527,Adult Other,OTHER BUSINESS
170107440,2017-02-24,2017-02-24,1300,1,Central,195,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1251,20,F,W,34.0336,-118.2626,Invest Cont,PARKING LOT
131212435,2013-05-08,2013-05-08,520,12,77th Street,1213,210,ROBBERY,1822 1202 0305 0448 0337 0416 0345 0369,65,M,H,33.9933,-118.3138,Invest Cont,SIDEWALK
100501559,2010-05-28,2010-05-28,2115,5,Harbor,585,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 0913 1243 2000,38,F,W,33.7279,-118.299,Adult Arrest,SINGLE FAMILY DWELLING
151206481,2015-02-06,2015-02-02,1300,12,77th Street,1241,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1300 1822 0344,32,F,H,33.9821,-118.3318,Invest Cont,STREET
160907802,2016-03-16,2016-03-14,800,9,Van Nuys,985,850,INDECENT EXPOSURE,0529 0520,24,F,W,34.1504,-118.4383,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
110521709,2011-12-19,2011-12-18,1800,5,Harbor,516,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300 1202,71,F,H,33.7888,-118.2644,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
111007087,2011-03-04,2011-03-03,1200,10,West Valley,1027,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,F,W,34.1956,-118.5045,Invest Cont,SINGLE FAMILY DWELLING
140620970,2014-10-19,2014-10-19,400,6,Hollywood,663,624,BATTERY - SIMPLE ASSAULT,2000 0400,28,F,H,34.0926,-118.3363,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
171906782,2017-02-22,2017-02-22,415,19,Mission,1909,354,THEFT OF IDENTITY,0930 1822 1202,66,F,B,34.3185,-118.4008,Invest Cont,SINGLE FAMILY DWELLING
151412971,2015-04-22,2015-04-22,1600,14,Pacific,1407,901,VIOLATION OF RESTRAINING ORDER,NA,46,M,O,34.0264,-118.4085,Invest Cont,ELEMENTARY SCHOOL
160215195,2016-08-08,2016-08-07,2200,2,Rampart,236,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,F,W,34.0657,-118.268,Invest Cont,SINGLE FAMILY DWELLING
151300565,2015-04-17,2015-04-17,1010,13,Newton,1395,121,"RAPE, FORCIBLE",0913 1814 0504 0522 0527 0532 0536 0537 2000 0369,33,F,H,33.977,-118.2681,Adult Arrest,SINGLE FAMILY DWELLING
160505903,2016-02-14,2016-02-14,900,5,Harbor,504,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0444,30,F,B,33.8419,-118.3066,Invest Cont,SINGLE FAMILY DWELLING
130104012,2013-01-01,2013-01-01,240,1,Central,164,624,BATTERY - SIMPLE ASSAULT,0416,28,M,W,34.0453,-118.2499,Invest Cont,OTHER BUSINESS
170911485,2017-05-25,2017-05-12,1300,9,Van Nuys,923,886,DISTURBING THE PEACE,1501,32,M,O,34.1921,-118.4575,Invest Cont,OTHER BUSINESS
131810813,2013-05-28,2013-05-24,930,18,Southeast,1844,310,BURGLARY,0344 1602,44,M,H,33.9357,-118.263,Invest Cont,SINGLE FAMILY DWELLING
122113583,2012-07-24,2012-07-21,1210,21,Topanga,2111,901,VIOLATION OF RESTRAINING ORDER,1501,46,M,W,34.2173,-118.6361,Adult Arrest,SINGLE FAMILY DWELLING
110415575,2011-10-15,2011-10-15,840,4,Hollenbeck,404,510,VEHICLE - STOLEN,NA,10,NA,NA,34.1067,-118.1835,Invest Cont,STREET
101822001,2010-11-06,2010-11-05,1800,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,20,F,B,33.958,-118.2904,Adult Arrest,"VEHICLE, PASSENGER/TRUCK"
100904272,2010-01-06,2010-01-02,1345,9,Van Nuys,904,354,THEFT OF IDENTITY,0930 1822,49,F,B,34.2048,-118.4659,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
161017959,2016-11-03,2016-11-02,2000,10,West Valley,1007,310,BURGLARY,0344 1606,NA,M,W,34.2195,-118.5099,Invest Cont,SLIPS/DOCK/MARINA/BOAT
160219348,2016-10-25,2016-10-25,820,2,Rampart,235,330,BURGLARY FROM VEHICLE,0344 1402 1609,24,M,H,34.0648,-118.2715,Invest Cont,STREET
170614150,2017-06-17,2017-06-16,1900,6,Hollywood,645,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,33,M,H,34.0944,-118.3398,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
111010449,2011-05-17,2011-01-11,1,10,West Valley,1017,354,THEFT OF IDENTITY,0928 1822,21,M,W,34.2047,-118.5163,Invest Cont,SINGLE FAMILY DWELLING
162116791,2016-09-27,2016-09-27,26,21,Topanga,2158,320,"BURGLARY, ATTEMPTED",1609,43,M,A,34.1793,-118.5975,Invest Cont,RESTAURANT/FAST FOOD
161104421,2016-01-12,2016-01-07,1900,11,Northeast,1145,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,39,F,W,34.1039,-118.2559,Invest Cont,STREET
160408367,2016-04-12,2016-04-11,2030,4,Hollenbeck,415,330,BURGLARY FROM VEHICLE,0344,37,M,H,34.0751,-118.2144,Invest Cont,PARKING UNDERGROUND/BUILDING
160906579,2016-02-24,2016-02-23,1700,9,Van Nuys,984,310,BURGLARY,1602 0344,35,F,H,34.1491,-118.4543,Invest Cont,SINGLE FAMILY DWELLING
150800702,2015-02-21,2015-02-21,1355,8,West LA,832,860,BATTERY WITH SEXUAL CONTACT,1415,42,F,W,34.0536,-118.4655,Adult Other,OTHER BUSINESS
120313721,2012-05-28,2012-05-28,30,3,Southwest,311,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814,34,F,H,34.0307,-118.3686,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
110809723,2011-05-10,2011-05-10,100,8,West LA,835,624,BATTERY - SIMPLE ASSAULT,0416 0444,37,M,W,34.0412,-118.4362,Invest Cont,STREET
121305224,2012-01-20,2012-01-19,1700,13,Newton,1354,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1217,19,M,H,34.009,-118.2716,Invest Cont,STREET
121904366,2012-01-08,2011-12-22,1400,19,Mission,1995,310,BURGLARY,0344 1607,10,M,O,34.212,-118.4488,Invest Cont,TRAIN
151322155,2015-12-01,2015-11-30,2000,13,Newton,1322,510,VEHICLE - STOLEN,NA,14,NA,NA,34.0273,-118.263,Adult Arrest,STREET
110909171,2011-04-06,2011-04-06,255,9,Van Nuys,901,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0443 1022 2002,21,F,B,34.2012,-118.4662,Adult Other,PARKING LOT
161815829,2016-08-09,2016-08-09,2045,18,Southeast,1805,624,BATTERY - SIMPLE ASSAULT,0416 1822,17,F,B,33.9556,-118.2664,Invest Cont,SIDEWALK
131818215,2013-11-02,2013-11-01,1600,18,Southeast,1841,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 1822,29,F,B,33.931,-118.2893,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
150404128,2015-01-03,2015-01-03,1900,4,Hollenbeck,454,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1243 1810,23,M,B,34.0472,-118.2198,Invest Cont,HOTEL
162115414,2016-08-31,2016-08-30,1100,21,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,26,M,H,34.1829,-118.6059,Invest Cont,HEALTH SPA/GYM
142008440,2014-04-07,2014-03-30,1800,20,Olympic,2062,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0913 1817,42,M,K,34.0484,-118.3131,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
